states,percent_hispanic,percent_non_hispanic_american_indianalaska_native,percent_non_hispanic_asian,percent_non_hispanic_black,percent_non_hispanic_native_hawaiianpacific_islander,percent_non_hispanic_white,social_vulnerability_index,svi_category,cvac_level_of_concern_for_vaccination_rollout,cvac_level_of_concern,percent_adults_fully_vaccinated_against_covid19,estimated_hesitant
VIRGINIA,0.0329,0.0013,0.0167,0.0656,0.0009,0.8529,0.31,Low Concern,0.06,Very Low Concern,0.041,0.17
VIRGINIA,0.0705,0.0027,0.0645,0.1505,0.0,0.6772,0.38,Low Concern,0.34,Low Concern,0.011,0.13
VIRGINIA,0.0311,0.0031,0.0138,0.1096,0.0013,0.8106,0.44,Moderate Concern,0.22,Low Concern,0.008,0.17
VIRGINIA,0.0808,0.0041,0.0108,0.1341,0.0033,0.7514,0.6,High Concern,0.32,Low Concern,0.0,0.17
VIRGINIA,0.0437,0.0017,0.019,0.4105,0.0002,0.493,0.35,Low Concern,0.12,Very Low Concern,0.096,0.17
VIRGINIA,0.0691,0.0012,0.0209,0.4658,0.0001,0.408,0.77,High Concern,0.4,Moderate Concern,0.049,0.17
VIRGINIA,0.0817,0.0021,0.0658,0.1842,0.0008,0.6171,0.19,Very Low Concern,0.14,Very Low Concern,0.134,0.15
VIRGINIA,0.0627,0.0021,0.0294,0.2806,0.0002,0.585,0.8,Very High Concern,0.42,Moderate Concern,0.032,0.17
WASHINGTON,0.0897,0.0109,0.0127,0.0071,0.002,0.8363,0.79,High Concern,0.52,Moderate Concern,0.163,0.14
WASHINGTON,0.4157,0.0087,0.0089,0.0084,0.0003,0.5397,0.85,Very High Concern,0.71,High Concern,0.178,0.14
WASHINGTON,0.0777,0.0085,0.0473,0.0257,0.008,0.7669,0.28,Low Concern,0.27,Low Concern,0.245,0.12
WASHINGTON,0.0996,0.0384,0.0151,0.0112,0.0027,0.7941,0.84,Very High Concern,0.64,High Concern,0.24,0.13
WASHINGTON,0.0978,0.0224,0.0168,0.0035,0.004,0.8186,0.74,High Concern,0.5,Moderate Concern,0.285,0.14
WASHINGTON,0.0385,0.0389,0.0097,0.0037,0.0,0.8845,0.54,Moderate Concern,0.55,Moderate Concern,0.161,0.14
WASHINGTON,0.316,0.0059,0.0069,0.0045,0.0027,0.6416,0.77,High Concern,0.53,Moderate Concern,0.253,0.12
WASHINGTON,0.0474,0.1247,0.0065,0.0013,0.0026,0.7321,0.82,Very High Concern,0.67,High Concern,0.274,0.14
WISCONSIN,0.0186,0.04,0.0034,0.0056,0.0001,0.9037,0.17,Very Low Concern,0.16,Very Low Concern,0.223,0.17
WISCONSIN,0.025,0.0073,0.0069,0.0152,0.0,0.933,0.33,Low Concern,0.17,Very Low Concern,0.226,0.18
ARKANSAS,0.0392,0.0025,0.003,0.1026,0.0,0.8159,0.76,High Concern,0.77,High Concern,0.198,0.22
WEST VIRGINIA,0.0086,0.0,0.0,0.0106,0.0,0.9692,0.48,Moderate Concern,0.45,Moderate Concern,0.048,0.22
WISCONSIN,0.0429,0.0054,0.0241,0.0084,0.0,0.9091,0.02,Very Low Concern,0.06,Very Low Concern,0.204,0.16
WISCONSIN,0.0154,0.0035,0.0054,0.0191,0.0,0.9438,0.4,Low Concern,0.23,Low Concern,0.264,0.18
WISCONSIN,0.034,0.0045,0.0076,0.0134,0.0003,0.9264,0.12,Very Low Concern,0.05,Very Low Concern,0.258,0.17
WISCONSIN,0.02,0.0992,0.0048,0.0083,0.0,0.8457,0.1,Very Low Concern,0.1,Very Low Concern,0.406,0.17
WISCONSIN,0.0469,0.0023,0.0039,0.0028,0.0,0.9306,0.54,Moderate Concern,0.67,High Concern,0.174,0.18
WISCONSIN,0.0861,0.0227,0.0322,0.0237,0.0001,0.8084,0.33,Low Concern,0.04,Very Low Concern,0.233,0.17
WEST VIRGINIA,0.0031,0.0,0.0025,0.0123,0.0,0.9715,0.64,High Concern,0.58,Moderate Concern,0.299,0.23
WEST VIRGINIA,0.0115,0.0044,0.0051,0.0142,0.0006,0.9516,0.37,Low Concern,0.21,Low Concern,0.15,0.2
WISCONSIN,0.0479,0.0035,0.006,0.0278,0.0003,0.899,0.2,Low Concern,0.13,Very Low Concern,0.189,0.17
WISCONSIN,0.0394,0.0069,0.0066,0.0275,0.0001,0.9044,0.57,Moderate Concern,0.4,Moderate Concern,0.227,0.17
ALASKA,0.0917,0.0737,0.0943,0.0528,0.0241,0.579,0.46,Moderate Concern,0.51,Moderate Concern,0.3,0.18
ARKANSAS,0.0285,0.0027,0.0036,0.0192,0.0003,0.93,0.58,Moderate Concern,0.51,Moderate Concern,0.167,0.22
ARIZONA,0.468,0.0358,0.0055,0.0205,0.0,0.4662,0.62,High Concern,0.74,High Concern,0.329,0.19
ALABAMA,0.0283,0.0025,0.0103,0.19,0.0001,0.746,0.44,Moderate Concern,0.61,High Concern,0.114,0.22
ALASKA,0.0386,0.3849,0.0142,0.0045,0.0062,0.4526,0.77,High Concern,0.82,Very High Concern,0.349,0.26
ARKANSAS,0.0249,0.0057,0.0037,0.0033,0.0009,0.9387,0.44,Moderate Concern,0.32,Low Concern,0.151,0.2
ALABAMA,0.0256,0.0,0.0049,0.748,0.0,0.2138,0.89,Very High Concern,0.84,Very High Concern,0.178,0.23
ARKANSAS,0.0473,0.0036,0.007,0.2424,0.0003,0.6869,0.79,High Concern,0.66,High Concern,0.192,0.21
ALABAMA,0.0785,0.0009,0.0044,0.0917,0.0,0.8013,0.76,High Concern,0.84,Very High Concern,0.095,0.23
ALABAMA,0.0549,0.0026,0.0087,0.4341,0.0004,0.4607,0.91,Very High Concern,0.84,Very High Concern,0.104,0.23
ARKANSAS,0.0631,0.0019,0.0071,0.0181,0.0002,0.8871,0.75,High Concern,0.47,Moderate Concern,0.125,0.22
ALABAMA,0.005,0.0013,0.0,0.7436,0.0,0.2466,0.92,Very High Concern,0.87,Very High Concern,0.115,0.22
ALABAMA,0.1455,0.0107,0.0012,0.0143,0.0021,0.8044,0.8,Very High Concern,0.8,High Concern,0.102,0.24
ALABAMA,0.0165,0.0002,0.0012,0.1065,0.0,0.8599,0.63,High Concern,0.77,High Concern,0.195,0.23
ALABAMA,0.0296,0.0026,0.0054,0.2123,0.0,0.7316,0.54,Moderate Concern,0.6,High Concern,0.126,0.22
ALABAMA,0.0118,0.0003,0.0009,0.6931,0.0,0.2934,0.99,Very High Concern,0.9,Very High Concern,0.202,0.24
ALABAMA,0.0246,0.0009,0.0002,0.0275,0.0,0.9269,0.54,Moderate Concern,0.81,Very High Concern,0.133,0.23
ARIZONA,0.6376,0.0092,0.0119,0.0168,0.0006,0.3097,0.99,Very High Concern,0.96,Very High Concern,0.174,0.19
ALABAMA,0.0079,0.0066,0.0126,0.2313,0.0007,0.7098,0.69,High Concern,0.84,Very High Concern,0.124,0.23
ALABAMA,0.026,0.0047,0.0018,0.0343,0.0,0.9185,0.67,High Concern,0.88,Very High Concern,0.144,0.23
ALASKA,0.0504,0.2218,0.0072,0.0004,0.0036,0.6187,0.56,Moderate Concern,0.79,High Concern,0.408,0.26
ALABAMA,0.0242,0.0035,0.008,0.0957,0.0001,0.8587,0.37,Low Concern,0.56,Moderate Concern,0.102,0.23
ALASKA,0.0415,0.0772,0.0157,0.0054,0.0033,0.7992,0.41,Moderate Concern,0.64,High Concern,0.25,0.2
ALABAMA,0.1716,0.0028,0.0037,0.0429,0.0,0.7685,0.84,Very High Concern,0.83,Very High Concern,0.173,0.22
ARIZONA,0.3725,0.0245,0.0279,0.0326,0.0014,0.5173,0.88,Very High Concern,0.86,Very High Concern,0.238,0.17
ARKANSAS,0.0206,0.003,0.0003,0.0067,0.0,0.9534,0.65,High Concern,0.65,High Concern,0.2,0.22
ALASKA,0.0274,0.7435,0.0153,0.0083,0.0014,0.1466,0.93,Very High Concern,0.85,Very High Concern,0.622,0.26
ARKANSAS,0.0268,0.0041,0.004,0.3576,0.0,0.5859,0.79,High Concern,0.89,Very High Concern,0.143,0.21
ALABAMA,0.0242,0.0022,0.0036,0.2697,0.0,0.6887,0.89,Very High Concern,0.64,High Concern,0.161,0.23
ARKANSAS,0.0343,0.0,0.0033,0.2861,0.0,0.6628,0.8,Very High Concern,0.64,High Concern,0.186,0.23
ALASKA,0.0524,0.1389,0.0407,0.0038,0.0063,0.6931,0.27,Low Concern,0.65,High Concern,0.318,0.21
ALASKA,0.0676,0.123,0.0666,0.0071,0.0009,0.6157,0.4,Moderate Concern,0.68,High Concern,0.55,0.26
ARKANSAS,0.0409,0.0038,0.0133,0.1134,0.0012,0.8004,0.48,Moderate Concern,0.43,Moderate Concern,0.185,0.22
ARKANSAS,0.1539,0.0,0.0006,0.288,0.0,0.555,0.98,Very High Concern,0.73,High Concern,0.181,0.23
ALABAMA,0.0456,0.0065,0.0092,0.0917,0.0,0.8307,0.22,Low Concern,0.23,Low Concern,0.176,0.2
ALASKA,0.0805,0.0727,0.0309,0.0428,0.0051,0.6993,0.34,Low Concern,0.54,Moderate Concern,0.203,0.21
ALABAMA,0.014,0.0006,0.0035,0.4503,0.0,0.516,0.87,Very High Concern,0.88,Very High Concern,0.127,0.23
ALABAMA,0.0229,0.0043,0.0061,0.3237,0.0003,0.6263,0.87,Very High Concern,0.84,Very High Concern,0.133,0.23
ARKANSAS,0.0399,0.0017,0.0,0.2148,0.0031,0.7246,0.55,Moderate Concern,0.68,High Concern,0.12,0.21
ALASKA,0.0203,0.5083,0.0538,0.0144,0.0186,0.3091,0.73,High Concern,0.92,Very High Concern,0.262,0.26
ARIZONA,0.2758,0.115,0.0073,0.0088,0.0005,0.574,0.92,Very High Concern,1.0,Very High Concern,0.206,0.18
ALABAMA,0.018,0.0,0.0047,0.1117,0.0004,0.845,0.7,High Concern,0.68,High Concern,0.134,0.23
ALABAMA,0.0268,0.0039,0.0064,0.1014,0.0007,0.8472,0.45,Moderate Concern,0.55,Moderate Concern,0.174,0.22
ALABAMA,0.0436,0.0028,0.0038,0.0125,0.0,0.9188,0.52,Moderate Concern,0.51,Moderate Concern,0.174,0.22
ARKANSAS,0.0275,0.0015,0.0004,0.0257,0.0007,0.9257,0.35,Low Concern,0.38,Low Concern,0.14,0.22
ALABAMA,0.0262,0.0018,0.004,0.2655,0.001,0.6917,0.55,Moderate Concern,0.65,High Concern,0.186,0.23
ARIZONA,0.3545,0.0091,0.0193,0.0367,0.0033,0.5499,0.91,Very High Concern,0.9,Very High Concern,0.199,0.18
ALABAMA,0.0159,0.0108,0.0025,0.046,0.0,0.9172,0.45,Moderate Concern,0.7,High Concern,0.152,0.23
ALABAMA,0.0487,0.0014,0.0006,0.3984,0.0006,0.5365,0.92,Very High Concern,0.78,High Concern,0.149,0.22
ARKANSAS,0.1254,0.0023,0.0027,0.2088,0.0009,0.6414,0.9,Very High Concern,0.86,Very High Concern,0.183,0.22
ARIZONA,0.1454,0.0127,0.0092,0.0062,0.0006,0.8046,0.52,Moderate Concern,0.76,High Concern,0.218,0.16
ARKANSAS,0.0271,0.0019,0.0107,0.3592,0.0,0.5927,0.94,Very High Concern,0.63,High Concern,0.162,0.21
ALASKA,0.0678,0.1026,0.0645,0.0098,0.0099,0.6468,0.3,Low Concern,0.54,Moderate Concern,0.297,0.21
ARIZONA,0.0634,0.7311,0.0034,0.0052,0.0002,0.1821,0.99,Very High Concern,1.0,Very High Concern,0.515,0.27
ALABAMA,0.0314,0.0,0.0016,0.1551,0.0,0.8036,0.56,Moderate Concern,0.68,High Concern,0.138,0.23
ARKANSAS,0.0099,0.0021,0.0003,0.1867,0.0,0.7265,0.7,High Concern,0.69,High Concern,0.171,0.24
ALABAMA,0.0602,0.0068,0.0137,0.136,0.0006,0.7654,0.53,Moderate Concern,0.46,Moderate Concern,0.136,0.2
ARKANSAS,0.0302,0.0114,0.0082,0.0095,0.0019,0.9205,0.59,Moderate Concern,0.58,Moderate Concern,0.206,0.22
ALASKA,0.0371,0.7091,0.0135,0.0159,0.0006,0.154,0.87,Very High Concern,0.83,Very High Concern,0.381,0.26
ARKANSAS,0.0256,0.0027,0.0069,0.4782,0.0004,0.4199,0.93,Very High Concern,0.67,High Concern,0.141,0.23
ARIZONA,0.1142,0.4353,0.0059,0.0074,0.0013,0.4128,1.0,Very High Concern,1.0,Very High Concern,0.368,0.27
ALABAMA,0.0436,0.0029,0.0048,0.4744,0.0,0.4581,1.0,Very High Concern,0.89,Very High Concern,0.128,0.23
ALABAMA,0.0003,0.002,0.0022,0.5937,0.0,0.3953,0.96,Very High Concern,0.85,Very High Concern,0.23,0.24
ALABAMA,0.0332,0.0025,0.0087,0.2676,0.0004,0.6646,0.68,High Concern,0.6,Moderate Concern,0.177,0.23
ARKANSAS,0.0155,0.0027,0.0015,0.0112,0.0001,0.9526,0.65,High Concern,0.64,High Concern,0.154,0.22
ALABAMA,0.0101,0.0011,0.0,0.5356,0.0,0.4488,0.76,High Concern,0.84,Very High Concern,0.197,0.24
ALABAMA,0.0068,0.002,0.0045,0.4776,0.0,0.5005,0.81,Very High Concern,0.89,Very High Concern,0.17,0.23
ALABAMA,0.0651,0.0057,0.0122,0.1978,0.0001,0.6857,0.76,High Concern,0.79,High Concern,0.21,0.23
ALABAMA,0.0495,0.0056,0.0262,0.2405,0.0008,0.6468,0.31,Low Concern,0.29,Low Concern,0.18,0.19
ALABAMA,0.0053,0.0007,0.0214,0.7192,0.0,0.2481,0.96,Very High Concern,0.96,Very High Concern,0.17,0.24
ARKANSAS,0.1496,0.0074,0.0138,0.005,0.0092,0.7962,0.6,Moderate Concern,0.66,High Concern,0.169,0.2
ALABAMA,0.0388,0.0037,0.0074,0.1544,0.0002,0.7786,0.66,High Concern,0.64,High Concern,0.135,0.23
ARKANSAS,0.016,0.0033,0.0007,0.0047,0.0007,0.9491,0.67,High Concern,0.57,Moderate Concern,0.119,0.22
ALABAMA,0.0257,0.0013,0.0012,0.2214,0.0,0.7453,0.6,High Concern,0.76,High Concern,0.115,0.24
ALASKA,0.0891,0.1197,0.2269,0.0021,0.0033,0.4903,0.7,High Concern,0.71,High Concern,0.369,0.26
ALABAMA,0.0293,0.0112,0.0045,0.0342,0.0011,0.8925,0.57,Moderate Concern,0.61,High Concern,0.192,0.24
ARKANSAS,0.0543,0.0022,0.0019,0.2527,0.0,0.6823,0.86,Very High Concern,0.81,Very High Concern,0.152,0.23
ALASKA,0.0366,0.3417,0.0023,0.0057,0.0023,0.5086,0.35,Low Concern,0.68,High Concern,0.463,0.26
ALABAMA,0.0033,0.0011,0.0043,0.4577,0.0,0.5272,0.85,Very High Concern,0.82,Very High Concern,0.213,0.23
ALABAMA,0.0225,0.0056,0.022,0.3658,0.0001,0.5602,0.9,Very High Concern,0.79,High Concern,0.143,0.23
ARKANSAS,0.0289,0.0015,0.0005,0.122,0.0004,0.7683,0.76,High Concern,0.65,High Concern,0.167,0.23
ALABAMA,0.0038,0.0175,0.0027,0.4236,0.0003,0.5427,0.75,High Concern,0.9,Very High Concern,0.166,0.23
ALASKA,0.0145,0.8207,0.01,0.0108,0.001,0.1077,0.94,Very High Concern,0.87,Very High Concern,0.447,0.26
ARKANSAS,0.0238,0.0042,0.0043,0.0016,0.0004,0.9471,0.28,Low Concern,0.29,Low Concern,0.168,0.2
ALASKA,0.0113,0.919,0.0013,0.001,0.0006,0.0358,0.93,Very High Concern,0.93,Very High Concern,0.0,0.26
ALASKA,0.0683,0.3595,0.0159,0.0304,0.0,0.4381,0.42,Moderate Concern,0.84,Very High Concern,0.493,0.26
ALABAMA,0.038,0.0019,0.0088,0.2066,0.0001,0.7207,0.83,Very High Concern,0.66,High Concern,0.173,0.23
ALABAMA,0.0219,0.056,0.002,0.1058,0.0008,0.7649,0.5,Moderate Concern,0.8,High Concern,0.166,0.22
ARIZONA,0.1411,0.2576,0.0187,0.0112,0.0017,0.5405,0.71,High Concern,0.81,Very High Concern,0.391,0.2
ARIZONA,0.3099,0.0162,0.0409,0.0531,0.002,0.5524,0.64,High Concern,0.79,High Concern,0.199,0.17
ARKANSAS,0.035,0.0045,0.004,0.1136,0.0002,0.8253,0.82,Very High Concern,0.7,High Concern,0.154,0.21
ALASKA,0.0606,0.1387,0.0266,0.0032,0.0006,0.7366,0.58,Moderate Concern,0.74,High Concern,0.192,0.21
ARIZONA,0.8346,0.0022,0.0083,0.0024,0.0,0.1485,0.93,Very High Concern,0.98,Very High Concern,0.295,0.18
ARKANSAS,0.0135,0.0056,0.0005,0.4322,0.0025,0.5313,0.88,Very High Concern,0.77,High Concern,0.201,0.21
ARKANSAS,0.0124,0.0017,0.0,0.128,0.0,0.8457,0.56,Moderate Concern,0.66,High Concern,0.212,0.23
ARKANSAS,0.021,0.0028,0.0095,0.5649,0.0013,0.3888,0.94,Very High Concern,0.69,High Concern,0.133,0.22
ALABAMA,0.029,0.0076,0.0189,0.3554,0.0001,0.5689,0.75,High Concern,0.62,High Concern,0.178,0.22
ALABAMA,0.0101,0.0007,0.0,0.3361,0.0,0.648,0.53,Moderate Concern,0.71,High Concern,0.155,0.23
ALASKA,0.0266,0.6837,0.0071,0.0007,0.0004,0.2155,0.88,Very High Concern,0.93,Very High Concern,0.537,0.26
ALABAMA,0.0352,0.0014,0.028,0.5779,0.0002,0.339,0.84,Very High Concern,0.59,Moderate Concern,0.164,0.21
ALABAMA,0.0284,0.0058,0.0047,0.1608,0.0009,0.782,0.43,Moderate Concern,0.53,Moderate Concern,0.168,0.22
ARKANSAS,0.0773,0.0179,0.0185,0.0139,0.0002,0.8427,0.61,High Concern,0.65,High Concern,0.145,0.21
ALABAMA,0.0174,0.0044,0.0,0.7946,0.0,0.1724,0.99,Very High Concern,0.88,Very High Concern,0.147,0.24
ALABAMA,0.0041,0.0006,0.0013,0.4255,0.0,0.5638,0.87,Very High Concern,0.83,Very High Concern,0.218,0.23
ALASKA,0.0031,0.0218,0.0258,0.0116,0.0,0.8424,0.1,Very Low Concern,0.61,High Concern,0.184,0.21
ARKANSAS,0.0231,0.0096,0.0,0.0183,0.0,0.9293,0.57,Moderate Concern,0.58,Moderate Concern,0.152,0.22
ALABAMA,0.0081,0.0009,0.0017,0.8254,0.0,0.1585,0.9,Very High Concern,0.83,Very High Concern,0.182,0.23
ARIZONA,0.1875,0.1607,0.0079,0.0065,0.0,0.6225,0.9,Very High Concern,0.98,Very High Concern,0.351,0.19
ALASKA,0.117,0.0731,0.0457,0.0101,0.0058,0.6549,0.67,High Concern,0.7,High Concern,0.58,0.26
ARIZONA,0.1645,0.02,0.0107,0.01,0.002,0.7729,0.86,Very High Concern,0.92,Very High Concern,0.116,0.18
ALABAMA,0.0368,0.0018,0.0411,0.2273,0.0,0.6744,0.66,High Concern,0.58,Moderate Concern,0.173,0.2
ALABAMA,0.0233,0.0398,0.0028,0.3198,0.0015,0.6023,0.86,Very High Concern,0.86,Very High Concern,0.132,0.23
ALABAMA,0.0295,0.0017,0.0021,0.1967,0.0,0.7529,0.72,High Concern,0.78,High Concern,0.148,0.23
ARKANSAS,0.1662,0.0126,0.0384,0.0165,0.0061,0.7333,0.27,Low Concern,0.39,Low Concern,0.134,0.19
ARKANSAS,0.1282,0.0032,0.0012,0.2998,0.0033,0.5461,0.95,Very High Concern,0.7,High Concern,0.079,0.21
ALABAMA,0.0107,0.0009,0.0057,0.7043,0.0001,0.2732,0.95,Very High Concern,0.78,High Concern,0.185,0.24
ALABAMA,0.0238,0.0033,0.0112,0.3956,0.0,0.5555,0.74,High Concern,0.81,Very High Concern,0.117,0.23
ALASKA,0.0449,0.087,0.0131,0.0,0.0016,0.7752,0.21,Low Concern,0.64,High Concern,0.521,0.21
ARKANSAS,0.055,0.0014,0.0058,0.5388,0.0,0.3873,1.0,Very High Concern,0.79,High Concern,0.18,0.23
ALABAMA,0.0572,0.0026,0.0206,0.1202,0.0002,0.7787,0.12,Very Low Concern,0.25,Low Concern,0.092,0.18
ALASKA,0.0014,0.6978,0.0165,0.0115,0.0036,0.2096,0.8,High Concern,0.88,Very High Concern,0.43,0.26
ALABAMA,0.0387,0.0016,0.0157,0.428,0.0003,0.4989,0.66,High Concern,0.47,Moderate Concern,0.177,0.2
ARKANSAS,0.1392,0.0024,0.0206,0.0156,0.0008,0.7918,0.88,Very High Concern,0.84,Very High Concern,0.157,0.22
ALABAMA,0.0398,0.0089,0.0044,0.0941,0.0005,0.8385,0.8,High Concern,0.83,Very High Concern,0.144,0.23
ALABAMA,0.0836,0.0047,0.0064,0.1269,0.0006,0.7563,0.69,High Concern,0.59,Moderate Concern,0.155,0.22
ALABAMA,0.0169,0.0006,0.0038,0.1339,0.0009,0.8329,0.77,High Concern,0.8,High Concern,0.129,0.23
ARIZONA,0.3016,0.043,0.0158,0.0408,0.0029,0.5679,0.86,Very High Concern,0.87,Very High Concern,0.186,0.19
ALABAMA,0.0926,0.0007,0.0037,0.0153,0.0004,0.8689,0.42,Moderate Concern,0.8,High Concern,0.095,0.23
ARKANSAS,0.0505,0.0019,0.0141,0.145,0.0001,0.7603,0.8,Very High Concern,0.44,Moderate Concern,0.172,0.22
ARKANSAS,0.0563,0.0085,0.006,0.0817,0.0,0.8206,0.83,Very High Concern,0.41,Moderate Concern,0.179,0.21
ALASKA,0.0527,0.1343,0.0798,0.0075,0.002,0.6396,0.55,Moderate Concern,0.64,High Concern,0.308,0.21
ALASKA,0.077,0.3606,0.0493,0.0077,0.0123,0.433,0.59,Moderate Concern,0.84,Very High Concern,0.581,0.26
ARKANSAS,0.0613,0.002,0.0044,0.466,0.0,0.4523,0.96,Very High Concern,0.85,Very High Concern,0.219,0.23
ALABAMA,0.1397,0.0036,0.006,0.0267,0.0005,0.8075,0.73,High Concern,0.64,High Concern,0.144,0.21
ALABAMA,0.0728,0.0116,0.0144,0.168,0.0,0.7015,0.54,Moderate Concern,0.57,Moderate Concern,0.133,0.23
CALIFORNIA,0.3161,0.0031,0.1387,0.0243,0.0041,0.4668,0.68,High Concern,0.57,Moderate Concern,0.224,0.11
CALIFORNIA,0.1598,0.0017,0.0581,0.0213,0.001,0.7115,0.27,Low Concern,0.31,Low Concern,0.333,0.08
CALIFORNIA,0.4537,0.0036,0.0537,0.0189,0.0009,0.4451,0.71,High Concern,0.54,Moderate Concern,0.191,0.12
ALASKA,0.0569,0.0506,0.0081,0.0334,0.0,0.8211,0.17,Very Low Concern,0.67,High Concern,0.603,0.21
ARKANSAS,0.0319,0.0017,0.0004,0.2588,0.0,0.6976,0.78,High Concern,0.72,High Concern,0.196,0.22
ARKANSAS,0.0243,0.0117,0.0067,0.0039,0.0,0.9467,0.21,Low Concern,0.38,Low Concern,0.162,0.22
ALASKA,0.0493,0.0604,0.0137,0.0115,0.0022,0.7922,0.32,Low Concern,0.61,High Concern,0.183,0.2
ARIZONA,0.3301,0.1253,0.0063,0.0182,0.0012,0.5086,0.96,Very High Concern,0.95,Very High Concern,0.279,0.19
CALIFORNIA,0.4891,0.0043,0.0632,0.061,0.0027,0.3532,0.79,High Concern,0.65,High Concern,0.176,0.12
COLORADO,0.2062,0.0078,0.0083,0.0028,0.0027,0.7605,0.72,High Concern,0.33,Low Concern,0.199,0.16
COLORADO,0.1387,0.0028,0.0471,0.0084,0.0006,0.7757,0.17,Very Low Concern,0.11,Very Low Concern,0.11,0.13
ARKANSAS,0.025,0.0024,0.0016,0.5533,0.0,0.4104,0.97,Very High Concern,0.95,Very High Concern,0.113,0.24
CALIFORNIA,0.2497,0.0139,0.0151,0.0074,0.0002,0.6834,0.96,Very High Concern,0.83,Very High Concern,0.125,0.14
COLORADO,0.07,0.0062,0.0082,0.004,0.0004,0.8852,0.0,Very Low Concern,0.13,Very Low Concern,0.076,0.14
ARKANSAS,0.0572,0.0102,0.012,0.001,0.0059,0.8933,0.65,High Concern,0.74,High Concern,0.119,0.2
COLORADO,0.0882,0.0,0.0139,0.0103,0.0011,0.8729,0.1,Very Low Concern,0.34,Low Concern,0.088,0.14
ARKANSAS,0.0434,0.0147,0.004,0.0029,0.0,0.9093,0.7,High Concern,0.68,High Concern,0.178,0.21
CALIFORNIA,0.5777,0.0099,0.0194,0.0307,0.0009,0.3413,0.95,Very High Concern,0.73,High Concern,0.176,0.14
COLORADO,0.0611,0.0029,0.0056,0.0015,0.0013,0.8895,0.0,Very Low Concern,0.18,Very Low Concern,0.096,0.16
CALIFORNIA,0.5937,0.0067,0.0127,0.0119,0.0018,0.3531,0.74,High Concern,0.84,Very High Concern,0.167,0.14
ARKANSAS,0.0476,0.0032,0.0127,0.0709,0.0012,0.8459,0.33,Low Concern,0.32,Low Concern,0.186,0.2
CALIFORNIA,0.2239,0.0031,0.2994,0.1033,0.008,0.3141,0.47,Moderate Concern,0.53,Moderate Concern,0.248,0.09
ARKANSAS,0.077,0.019,0.0072,0.0024,0.0,0.8435,0.89,Very High Concern,0.84,Very High Concern,0.149,0.22
CALIFORNIA,0.5449,0.0085,0.0369,0.0583,0.0016,0.3221,0.97,Very High Concern,0.75,High Concern,0.108,0.16
ARKANSAS,0.0293,0.0005,0.0,0.0054,0.0,0.9546,0.64,High Concern,0.65,High Concern,0.194,0.22
COLORADO,0.1521,0.0071,0.0086,0.0058,0.0,0.8133,0.69,High Concern,0.45,Moderate Concern,0.093,0.16
COLORADO,0.1537,0.0044,0.0278,0.0107,0.0005,0.7812,0.06,Very Low Concern,0.08,Very Low Concern,0.114,0.14
ARKANSAS,0.0173,0.0044,0.0021,0.1242,0.0,0.8465,0.65,High Concern,0.7,High Concern,0.114,0.23
CALIFORNIA,0.5306,0.0047,0.101,0.0449,0.0012,0.2942,0.96,Very High Concern,0.77,High Concern,0.184,0.13
ARKANSAS,0.0228,0.0033,0.0008,0.0072,0.0,0.9344,0.62,High Concern,0.66,High Concern,0.115,0.22
COLORADO,0.5245,0.0089,0.0016,0.0049,0.0033,0.4456,0.93,Very High Concern,0.74,High Concern,0.148,0.18
COLORADO,0.0942,0.0091,0.0034,0.004,0.0021,0.8694,0.14,Very Low Concern,0.18,Very Low Concern,0.108,0.16
CALIFORNIA,0.2645,0.0028,0.1499,0.135,0.0089,0.3804,0.59,Moderate Concern,0.53,Moderate Concern,0.188,0.11
CALIFORNIA,0.1449,0.0418,0.0111,0.0153,0.001,0.7769,0.75,High Concern,0.78,High Concern,0.0,0.15
COLORADO,0.2254,0.0079,0.0041,0.0809,0.0023,0.6711,0.49,Moderate Concern,0.45,Moderate Concern,0.097,0.19
CALIFORNIA,0.073,0.055,0.0165,0.01,0.0022,0.821,0.74,High Concern,0.9,Very High Concern,0.0,0.14
COLORADO,0.1675,0.0076,0.0083,0.0083,0.0094,0.762,0.63,High Concern,0.35,Low Concern,0.063,0.19
COLORADO,0.171,0.0035,0.0275,0.0599,0.0035,0.691,0.39,Low Concern,0.18,Very Low Concern,0.123,0.17
ARKANSAS,0.0393,0.0047,0.0,0.3052,0.0,0.642,0.81,Very High Concern,0.89,Very High Concern,0.117,0.23
CALIFORNIA,0.1524,0.0019,0.3407,0.05,0.0034,0.4051,0.39,Low Concern,0.52,Moderate Concern,0.237,0.07
ARKANSAS,0.023,0.0065,0.0089,0.0049,0.0,0.941,0.52,Moderate Concern,0.59,Moderate Concern,0.107,0.2
CALIFORNIA,0.5963,0.0034,0.0724,0.0288,0.0022,0.2765,0.97,Very High Concern,0.81,Very High Concern,0.127,0.14
COLORADO,0.1329,0.0116,0.0066,0.0443,0.0001,0.7909,0.65,High Concern,0.39,Low Concern,0.087,0.16
CALIFORNIA,0.2673,0.0047,0.0402,0.0148,0.003,0.6323,0.4,Moderate Concern,0.44,Moderate Concern,0.27,0.1
COLORADO,0.1238,0.0034,0.065,0.0114,0.0,0.7677,0.05,Very Low Concern,0.1,Very Low Concern,0.115,0.13
ARKANSAS,0.3343,0.0203,0.0044,0.0479,0.0047,0.5728,0.77,High Concern,0.77,High Concern,0.125,0.22
